MSSubClass,LotArea,Neighborhood,BldgType,FirstFlrSF,SecondFlrSF,GrLivArea,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch
Two_Story_1946_and_Newer,9512,Somerset,OneFam,960,1358,2318,8,0,246,0,0,0
Split_or_Multilevel,10530,Northwest_Ames,OneFam,1109,766,1875,8,48,28,0,0,0
One_Story_1946_and_Newer_All_Styles,10140,Northwest_Ames,OneFam,1074,0,1074,6,0,88,0,0,0
Two_Story_1946_and_Newer,10140,Northwest_Ames,OneFam,832,832,1664,8,0,28,0,0,259
One_Story_1946_and_Newer_All_Styles,10140,Northwest_Ames,OneFam,1309,0,1309,5,265,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10000,Northwest_Ames,OneFam,1103,0,1103,6,295,84,0,0,0
One_Story_1946_and_Newer_All_Styles,15870,North_Ames,OneFam,1096,0,1096,6,240,32,0,0,0
One_Story_1946_and_Newer_All_Styles,9353,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8125,North_Ames,OneFam,858,0,858,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7200,North_Ames,OneFam,874,0,874,5,63,0,0,0,0
One_Story_PUD_1946_and_Newer,8773,North_Ames,TwnhsE,1419,0,1419,4,196,68,0,0,0
Two_Story_PUD_1946_and_Newer,2760,Briardale,TwnhsE,525,567,1092,6,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,2160,Briardale,TwnhsE,765,600,1365,7,0,36,0,0,0
Two_Story_PUD_1946_and_Newer,1953,Briardale,Twnhs,483,504,987,5,72,0,0,0,0
Two_Story_PUD_1946_and_Newer,1890,Briardale,Twnhs,494,536,1030,6,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,672,546,1218,7,201,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,672,546,1218,7,0,28,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,483,465,948,5,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,525,567,1092,6,352,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,483,504,987,5,0,0,0,0,0
One_Story_PUD_1946_and_Newer,4043,Northpark_Villa,TwnhsE,1069,0,1069,4,0,55,0,0,225
One_Story_1946_and_Newer_All_Styles,7514,North_Ames,OneFam,1387,0,1387,6,0,0,240,0,0
Split_Foyer,7838,North_Ames,OneFam,900,0,900,6,175,144,0,0,0
One_Story_PUD_1946_and_Newer,2280,Northpark_Villa,Twnhs,1055,0,1055,4,0,29,0,0,0
Two_Story_PUD_1946_and_Newer,2179,Northpark_Villa,Twnhs,855,601,1456,6,0,28,0,0,0
One_Story_1946_and_Newer_All_Styles,16737,Northridge_Heights,OneFam,1980,0,1980,8,194,45,0,0,0
Two_Story_1946_and_Newer,16387,Northridge_Heights,OneFam,1738,851,2589,11,0,0,0,0,0
Two_Story_1946_and_Newer,16259,Northridge_Heights,OneFam,1249,1347,2596,9,240,154,0,0,0
One_Story_1946_and_Newer_All_Styles,16163,Northridge_Heights,OneFam,1618,0,1618,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13891,Northridge_Heights,OneFam,2076,0,2076,7,216,229,0,0,0
One_Story_1946_and_Newer_All_Styles,12228,Northridge_Heights,OneFam,1740,0,1740,8,0,43,0,0,0
One_Story_1946_and_Newer_All_Styles,14780,Northridge_Heights,OneFam,1868,0,1868,7,354,56,0,0,156
One_Story_1946_and_Newer_All_Styles,16033,Northridge_Heights,OneFam,1850,0,1850,8,519,112,0,0,0
Two_Story_1946_and_Newer,14215,Northridge_Heights,OneFam,1158,1218,2376,9,240,154,0,0,0
Two_Story_1946_and_Newer,13418,Northridge_Heights,OneFam,1132,1320,2452,9,113,32,0,0,0
Two_Story_1946_and_Newer,13975,Northridge_Heights,OneFam,1117,1089,2206,10,148,95,0,0,0
Two_Story_1946_and_Newer,10240,Northridge_Heights,OneFam,1038,1060,2098,8,192,52,0,0,0
Two_Story_1946_and_Newer,9942,Northridge_Heights,OneFam,1625,466,2091,8,194,84,0,0,0
Two_Story_1946_and_Newer,11924,Northridge_Heights,OneFam,1182,1142,2324,11,147,21,0,0,0
Two_Story_1946_and_Newer,12867,Northridge_Heights,OneFam,1209,1044,2253,8,243,142,0,0,0
Two_Story_1946_and_Newer,10672,Northridge_Heights,OneFam,1054,1335,2389,10,176,64,0,0,0
Two_Story_1946_and_Newer,11643,Northridge_Heights,OneFam,1544,814,2358,10,120,34,0,0,0
One_Story_1946_and_Newer_All_Styles,12378,Northridge_Heights,OneFam,1944,0,1944,8,208,175,0,0,0
Two_Story_1946_and_Newer,11065,Northridge_Heights,OneFam,1120,850,1970,8,177,74,0,0,0
One_Story_1946_and_Newer_All_Styles,13758,Northridge_Heights,OneFam,1792,0,1792,6,204,49,0,0,0
One_Story_1946_and_Newer_All_Styles,14828,Northridge_Heights,OneFam,1780,0,1780,7,144,68,0,0,0
One_Story_1946_and_Newer_All_Styles,11846,Northridge_Heights,OneFam,1792,0,1792,6,206,49,0,0,0
Two_Story_1946_and_Newer,20431,Northridge_Heights,OneFam,1848,880,2728,10,0,0,0,0,0
Two_Story_1946_and_Newer,10927,Northridge_Heights,OneFam,1058,846,1904,8,179,60,0,0,0
Two_Story_1946_and_Newer,13215,Northridge_Heights,OneFam,1426,488,1914,9,168,127,0,0,0
One_Story_PUD_1946_and_Newer,7052,Northridge_Heights,TwnhsE,1364,0,1364,6,192,36,0,0,0
One_Story_PUD_1946_and_Newer,5911,Northridge_Heights,TwnhsE,1565,0,1565,6,196,56,0,0,0
One_Story_PUD_1946_and_Newer,6955,Northridge_Heights,TwnhsE,1368,0,1368,6,132,35,0,0,0
One_Story_PUD_1946_and_Newer,6792,Northridge_Heights,TwnhsE,1368,0,1368,6,132,35,0,0,0
One_Story_1946_and_Newer_All_Styles,7740,Northridge_Heights,TwnhsE,1686,0,1686,6,266,100,0,0,0
One_Story_PUD_1946_and_Newer,6373,Northridge_Heights,TwnhsE,1666,0,1666,6,228,75,0,0,0
One_Story_PUD_1946_and_Newer,3136,Northridge_Heights,TwnhsE,1405,0,1405,6,148,36,0,0,0
One_Story_1946_and_Newer_All_Styles,10237,Gilbert,OneFam,1316,0,1316,6,100,0,0,23,0
Two_Story_1946_and_Newer,10237,Gilbert,OneFam,728,728,1456,8,0,24,0,0,0
Two_Story_1946_and_Newer,10237,Gilbert,OneFam,738,754,1492,8,0,32,0,0,0
Two_Story_1946_and_Newer,17104,Gilbert,OneFam,664,832,1496,7,100,24,0,0,0
Two_Story_1946_and_Newer,14054,Gilbert,OneFam,879,984,1863,9,100,17,0,0,0
One_Story_1946_and_Newer_All_Styles,11660,Gilbert,OneFam,1326,0,1326,6,100,0,0,0,0
Two_Story_1946_and_Newer,15578,Gilbert,OneFam,728,728,1456,8,0,0,0,0,0
Two_Story_1946_and_Newer,11631,Gilbert,OneFam,1052,1321,2373,9,120,46,0,0,0
Two_Story_1946_and_Newer,9073,Gilbert,OneFam,738,754,1492,8,100,32,0,0,0
One_Story_PUD_1946_and_Newer,3087,Bloomington_Heights,TwnhsE,1364,0,1364,6,100,16,0,0,0
One_Story_PUD_1946_and_Newer,3196,Bloomington_Heights,TwnhsE,1557,0,1557,7,143,20,0,0,0
One_Story_PUD_1946_and_Newer,3196,Bloomington_Heights,TwnhsE,1456,0,1456,7,143,20,0,0,0
One_Story_PUD_1946_and_Newer,2938,Bloomington_Heights,TwnhsE,1511,0,1511,5,130,30,0,0,0
One_Story_PUD_1946_and_Newer,3072,Bloomington_Heights,TwnhsE,1414,0,1414,6,144,20,0,0,0
One_Story_PUD_1946_and_Newer,3072,Bloomington_Heights,TwnhsE,1548,0,1548,7,143,20,0,0,0
One_Story_PUD_1946_and_Newer,3010,Bloomington_Heights,TwnhsE,1248,0,1248,5,108,0,0,0,0
One_Story_PUD_1946_and_Newer,3010,Bloomington_Heights,TwnhsE,1142,0,1142,6,90,0,0,0,0
One_Story_PUD_1946_and_Newer,3013,Bloomington_Heights,TwnhsE,1506,0,1506,6,142,20,0,0,0
One_Story_PUD_1946_and_Newer,3982,Bloomington_Heights,TwnhsE,1567,0,1567,7,312,0,0,0,0
One_Story_PUD_1946_and_Newer,4045,Bloomington_Heights,TwnhsE,1500,0,1500,6,161,20,0,0,0
Two_Story_1946_and_Newer,21930,Gilbert,OneFam,734,1104,1838,7,100,40,0,0,0
Two_Story_1946_and_Newer,7861,Gilbert,OneFam,807,702,1509,7,100,75,0,0,0
Two_Story_1946_and_Newer,9056,Gilbert,OneFam,707,707,1414,6,100,35,0,0,0
Two_Story_1946_and_Newer,9171,Gilbert,OneFam,848,750,1598,7,100,48,0,0,0
Two_Story_1946_and_Newer,11194,Gilbert,OneFam,1454,482,1936,7,188,124,0,0,0
Two_Story_1946_and_Newer,7875,Gilbert,OneFam,807,702,1509,8,0,75,0,0,0
Two_Story_1946_and_Newer,8121,Gilbert,OneFam,953,711,1664,7,100,40,0,0,0
Two_Story_1946_and_Newer,8658,Gilbert,OneFam,1008,881,1889,9,0,0,0,0,0
Two_Story_1946_and_Newer,11214,Gilbert,OneFam,956,930,1886,10,89,0,0,0,0
Two_Story_1946_and_Newer,10852,Gilbert,OneFam,959,712,1671,7,0,38,0,0,0
Two_Story_1946_and_Newer,12104,Gilbert,OneFam,1082,1240,2322,8,400,45,0,0,0
Two_Story_1946_and_Newer,8738,Gilbert,OneFam,1005,1286,2291,8,192,0,0,0,0
Two_Story_1946_and_Newer,9452,Northridge,OneFam,1407,985,2392,7,0,70,0,0,0
Two_Story_1946_and_Newer,9660,Northridge,OneFam,1079,897,1976,7,210,31,0,0,0
Two_Story_1946_and_Newer,9545,Northridge,OneFam,1205,1029,2234,7,0,50,0,0,0
Two_Story_1946_and_Newer,35760,Northridge,OneFam,1831,1796,3627,10,361,76,0,0,0
Two_Story_1946_and_Newer,9233,Northridge,OneFam,1540,1315,2855,9,247,55,0,0,0
Two_Story_1946_and_Newer,12011,Northridge,OneFam,1086,838,1924,7,208,75,0,0,374
Two_Story_1946_and_Newer,12090,Northridge,OneFam,1165,1098,2263,10,144,123,0,0,0
Two_Story_1946_and_Newer,10019,Northridge,OneFam,1358,1368,2726,9,307,169,168,0,0
Two_Story_1946_and_Newer,17242,Northridge,OneFam,1933,1567,3500,11,870,86,0,0,210
Two_Story_1946_and_Newer,10236,Northridge,OneFam,1305,1189,2494,9,200,95,0,0,0
Two_Story_1946_and_Newer,10120,Northridge,OneFam,1203,1323,2526,8,309,78,0,0,0
Two_Story_1946_and_Newer,12585,Northridge,OneFam,1565,1234,2799,8,432,136,0,0,0
Two_Story_1946_and_Newer,12447,Somerset,OneFam,1116,848,1964,8,200,70,0,0,0
One_Story_1946_and_Newer_All_Styles,15218,Somerset,OneFam,1670,0,1670,6,0,240,200,0,0
One_Story_1946_and_Newer_All_Styles,20896,Somerset,OneFam,2097,0,2097,8,192,267,0,0,0
One_Story_1946_and_Newer_All_Styles,10182,Somerset,OneFam,1660,0,1660,8,322,50,0,0,0
One_Story_1946_and_Newer_All_Styles,8688,Somerset,OneFam,1616,0,1616,7,208,59,0,0,0
One_Story_1946_and_Newer_All_Styles,10936,Somerset,OneFam,1504,0,1504,7,144,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8640,Somerset,OneFam,1278,0,1278,5,0,60,0,0,0
Two_Story_1946_and_Newer,13162,Somerset,OneFam,2036,604,2640,11,0,265,0,0,0
One_Story_1946_and_Newer_All_Styles,11216,Somerset,OneFam,1489,0,1489,7,0,140,0,0,0
Two_Story_1946_and_Newer,10728,Somerset,OneFam,1095,844,1939,8,192,51,0,0,0
Two_Story_1946_and_Newer,8125,Somerset,OneFam,756,797,1553,6,0,45,0,0,0
Two_Story_1946_and_Newer,8125,Somerset,OneFam,858,858,1716,7,0,53,0,0,0
Two_Story_1946_and_Newer,8125,Somerset,OneFam,778,798,1576,6,0,50,0,0,0
One_Story_1946_and_Newer_All_Styles,7200,Somerset,OneFam,1262,0,1262,5,0,120,0,0,0
One_Story_1946_and_Newer_All_Styles,7500,Somerset,OneFam,1266,0,1266,6,38,144,0,0,0
One_Story_1946_and_Newer_All_Styles,7200,Somerset,OneFam,1301,0,1301,5,216,121,0,0,0
One_Story_1946_and_Newer_All_Styles,7733,Sawyer_West,OneFam,1142,0,1142,5,4,50,0,0,0
One_Story_1946_and_Newer_All_Styles,11024,Sawyer_West,OneFam,1400,0,1400,6,144,55,0,0,0
One_Story_1946_and_Newer_All_Styles,13072,Sawyer_West,OneFam,1131,0,1131,6,0,39,0,0,0
One_Story_1946_and_Newer_All_Styles,13072,Sawyer_West,OneFam,1141,0,1141,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13072,Sawyer_West,OneFam,1158,0,1158,5,0,50,0,0,0
Two_Story_1946_and_Newer,7800,Sawyer_West,OneFam,891,795,1686,8,144,101,0,0,0
Two_Story_1946_and_Newer,7632,Sawyer_West,OneFam,831,754,1585,7,100,77,0,0,0
Two_Story_1946_and_Newer,8304,Sawyer_West,OneFam,941,896,1837,7,150,165,0,0,0
Two_Story_1946_and_Newer,7153,Sawyer_West,OneFam,810,793,1603,7,0,124,0,0,0
Two_Story_1946_and_Newer,9370,Sawyer_West,OneFam,844,887,1731,7,307,85,0,0,224
One_Story_PUD_1946_and_Newer,7175,Sawyer_West,TwnhsE,1398,0,1398,5,0,46,0,0,0
One_Story_PUD_1946_and_Newer,7175,Sawyer_West,TwnhsE,1217,0,1217,5,0,64,0,0,0
Two_Story_1946_and_Newer,9019,Sawyer_West,OneFam,636,684,1320,6,0,40,0,0,0
One_Story_1946_and_Newer_All_Styles,8900,Sawyer_West,OneFam,1056,0,1056,5,0,42,0,0,0
One_Story_1946_and_Newer_All_Styles,7800,Sawyer_West,OneFam,965,0,965,6,421,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9100,Sawyer,OneFam,988,0,988,6,0,0,0,0,0
Duplex_All_Styles_and_Ages,9100,Sawyer,Duplex,1728,0,1728,10,0,0,0,0,0
Duplex_All_Styles_and_Ages,8927,Sawyer,Duplex,1286,368,1654,10,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9240,Sawyer,OneFam,1211,0,1211,6,161,0,0,0,0
Split_or_Multilevel,8471,Sawyer,OneFam,1212,0,1212,6,292,12,0,0,0
One_Story_1946_and_Newer_All_Styles,9308,Sawyer,OneFam,984,0,984,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8450,Sawyer,OneFam,909,0,909,5,0,155,0,0,0
One_Story_1946_and_Newer_All_Styles,8638,Sawyer,OneFam,925,0,925,5,203,74,0,0,0
One_Story_1946_and_Newer_All_Styles,13052,Sawyer,OneFam,1024,0,1024,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13526,Sawyer,OneFam,935,0,935,5,180,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8020,Sawyer,OneFam,912,0,912,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6993,Sawyer,OneFam,1236,0,1236,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8789,Sawyer,OneFam,941,0,941,6,64,0,0,0,0
Split_or_Multilevel,14330,Veenker,OneFam,2151,495,2646,9,641,100,0,0,0
Two_Story_1946_and_Newer,16059,Northridge,OneFam,1301,1116,2417,9,127,82,0,0,0
Two_Story_1946_and_Newer,11025,Northridge,OneFam,1520,1306,2826,9,177,208,186,0,0
Two_Story_1946_and_Newer,14541,Northridge,OneFam,1352,1168,2520,10,209,55,0,0,0
Two_Story_1946_and_Newer,13346,Northridge,OneFam,1166,1129,2295,9,0,40,0,0,0
One_Story_1946_and_Newer_All_Styles,12461,Northridge,OneFam,1624,0,1624,5,0,114,192,0,0
One_Story_PUD_1946_and_Newer,3628,Somerset,TwnhsE,1143,0,1143,5,0,191,0,0,0
One_Story_PUD_1946_and_Newer,3316,Somerset,TwnhsE,1247,0,1247,4,0,84,0,0,0
Two_Story_PUD_1946_and_Newer,3180,Somerset,TwnhsE,520,600,1200,4,0,166,0,0,0
Two_Story_PUD_1946_and_Newer,2544,Somerset,Twnhs,520,623,1223,4,0,166,0,0,0
Two_Story_PUD_1946_and_Newer,2544,Somerset,Twnhs,520,623,1223,4,0,166,0,0,0
Two_Story_PUD_1946_and_Newer,3180,Somerset,TwnhsE,520,600,1200,4,0,166,0,0,0
Two_Story_PUD_1946_and_Newer,2998,Somerset,TwnhsE,768,756,1524,4,0,32,0,0,0
Two_Story_PUD_1946_and_Newer,3735,Somerset,TwnhsE,713,739,1452,6,0,34,0,0,0
Two_Story_PUD_1946_and_Newer,2651,Somerset,Twnhs,673,709,1382,6,153,50,0,0,0
Two_Story_PUD_1946_and_Newer,4447,Somerset,TwnhsE,530,550,1080,4,0,50,0,0,0
Two_Story_1946_and_Newer,8314,Somerset,OneFam,854,840,1694,6,0,382,0,0,110
One_Story_1946_and_Newer_All_Styles,7180,Somerset,OneFam,1568,0,1568,6,0,266,0,0,0
One_Story_PUD_1946_and_Newer,9549,Veenker,TwnhsE,1494,0,1494,6,0,30,0,0,216
One_Story_1946_and_Newer_All_Styles,11250,Veenker,OneFam,1208,0,1208,6,198,42,0,0,0
One_Story_PUD_1946_and_Newer,3760,Greens,Twnhs,1235,0,1235,4,133,78,0,0,0
One_Story_PUD_1946_and_Newer,3640,Greens,Twnhs,1036,0,1036,4,133,108,0,0,0
One_Story_PUD_1946_and_Newer,3874,Greens,TwnhsE,1226,0,1226,4,133,78,0,0,0
One_Story_PUD_1946_and_Newer,3876,Greens,Twnhs,1226,0,1226,4,133,60,0,0,0
One_Story_1946_and_Newer_All_Styles,50271,Veenker,OneFam,1842,0,1842,5,857,72,0,0,0
Two_Family_conversion_All_Styles_and_Ages,13110,Northwest_Ames,TwoFmCon,1193,0,1193,6,140,153,0,0,0
Split_or_Multilevel,10192,Northwest_Ames,OneFam,1222,698,1920,8,0,98,0,0,0
One_Story_1946_and_Newer_All_Styles,20781,Northwest_Ames,OneFam,2156,0,2156,9,0,80,0,290,0
Two_Story_1946_and_Newer,11700,Northwest_Ames,OneFam,708,708,1416,7,0,169,0,0,119
Two_Story_1946_and_Newer,11029,Northwest_Ames,OneFam,1512,1142,2654,9,0,65,0,0,222
Two_Story_1946_and_Newer,10400,Northwest_Ames,OneFam,1012,778,1790,8,148,0,0,0,147
One_Story_1946_and_Newer_All_Styles,10140,Northwest_Ames,OneFam,1334,0,1334,7,0,20,35,0,264
One_Story_1946_and_Newer_All_Styles,9600,Northwest_Ames,OneFam,1164,0,1164,6,0,0,0,0,0
Split_or_Multilevel,9750,North_Ames,OneFam,980,0,980,6,68,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1051,0,1051,6,0,0,0,0,0
Two_Story_1946_and_Newer,8640,North_Ames,OneFam,884,886,1770,7,0,60,0,0,270
One_Story_1946_and_Newer_All_Styles,9360,North_Ames,OneFam,976,0,976,4,94,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8400,North_Ames,OneFam,1052,0,1052,5,356,0,0,0,0
Split_Foyer,8400,North_Ames,OneFam,898,0,898,6,143,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9759,North_Ames,OneFam,1051,0,1051,6,182,88,0,0,0
Split_or_Multilevel,9600,North_Ames,OneFam,1141,0,1141,6,0,78,0,0,0
One_Story_1946_and_Newer_All_Styles,9230,North_Ames,OneFam,1200,0,1200,6,0,64,0,0,0
Two_Story_1946_and_Newer,14803,Northwest_Ames,OneFam,1097,896,1993,8,0,66,0,0,0
One_Story_1946_and_Newer_All_Styles,10659,North_Ames,OneFam,1050,0,1050,6,0,319,0,0,0
One_Story_1946_and_Newer_All_Styles,9100,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
Duplex_All_Styles_and_Ages,8393,North_Ames,Duplex,1712,0,1712,8,272,54,0,0,0
Two_Family_conversion_All_Styles_and_Ages,8800,North_Ames,TwoFmCon,1565,0,1565,7,200,25,211,0,0
One_Story_1946_and_Newer_All_Styles,8800,North_Ames,OneFam,1251,0,1251,6,0,116,0,0,0
One_Story_1946_and_Newer_All_Styles,10368,North_Ames,OneFam,1488,0,1488,7,154,60,0,0,0
Two_Story_1946_and_Newer,9350,North_Ames,OneFam,720,720,1440,7,0,32,240,0,0
Two_Family_conversion_All_Styles_and_Ages,10382,North_Ames,TwoFmCon,1095,0,1095,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8973,North_Ames,OneFam,1053,0,1053,6,0,80,0,180,0
One_Story_1946_and_Newer_All_Styles,10800,North_Ames,OneFam,1248,0,1248,6,0,0,0,0,0
One_Story_1945_and_Older,8550,North_Ames,OneFam,816,0,816,4,228,0,40,0,0
One_Story_1946_and_Newer_All_Styles,11425,North_Ames,OneFam,1008,0,1008,4,0,0,120,0,0
One_Story_1946_and_Newer_All_Styles,9724,North_Ames,OneFam,1043,0,1043,5,125,48,0,0,0
One_and_Half_Story_Finished_All_Ages,4712,Brookside,OneFam,774,456,1230,5,0,57,0,0,63
One_Story_1945_and_Older,5900,Brookside,OneFam,869,0,869,4,0,0,0,0,0
One_Story_1945_and_Older,5825,Brookside,OneFam,747,0,747,5,0,0,32,0,0
One_and_Half_Story_Finished_All_Ages,7438,Brookside,OneFam,936,316,1252,5,104,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1433,0,1433,7,144,0,205,0,0
One_Story_1946_and_Newer_All_Styles,10858,North_Ames,OneFam,1624,0,1624,6,0,40,324,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1216,0,1216,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10680,North_Ames,OneFam,2136,0,2136,7,0,30,0,0,0
One_and_Half_Story_Finished_All_Ages,9490,North_Ames,OneFam,958,620,1578,5,0,0,32,0,0
Two_Story_1946_and_Newer,9462,North_Ames,OneFam,1024,704,1728,7,245,60,0,0,0
One_Story_1946_and_Newer_All_Styles,9888,North_Ames,OneFam,936,0,936,5,0,0,160,0,0
Duplex_All_Styles_and_Ages,8917,North_Ames,Duplex,1584,0,1584,8,0,0,0,0,0
Split_or_Multilevel,12700,North_Ames,OneFam,1246,0,1246,6,0,69,0,0,0
One_Story_1946_and_Newer_All_Styles,8500,North_Ames,OneFam,1235,0,1235,6,0,0,0,0,0
Two_Story_1946_and_Newer,14200,North_Ames,OneFam,1216,941,2157,8,105,66,0,0,0
One_Story_1946_and_Newer_All_Styles,9000,North_Ames,OneFam,1128,0,1128,5,0,0,0,0,0
Two_and_Half_Story_All_Ages,25419,North_Ames,OneFam,1360,1360,3112,8,0,16,552,0,0
One_Story_1946_and_Newer_All_Styles,9723,North_Ames,OneFam,1008,0,1008,5,0,0,0,0,0
Duplex_All_Styles_and_Ages,7728,North_Ames,Duplex,1190,0,1190,6,0,18,0,0,0
Split_or_Multilevel,8163,North_Ames,OneFam,1144,0,1144,6,86,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8400,North_Ames,OneFam,1364,0,1364,6,0,60,0,0,0
One_Story_1946_and_Newer_All_Styles,11600,North_Ames,OneFam,1383,0,1383,7,0,45,0,0,0
One_Story_1946_and_Newer_All_Styles,9610,North_Ames,OneFam,1336,0,1336,7,80,0,0,0,0
Split_or_Multilevel,10000,North_Ames,OneFam,1370,0,1370,6,191,0,0,0,120
One_Story_1946_and_Newer_All_Styles,14850,North_Ames,OneFam,1092,0,1092,6,268,0,0,0,122
One_Story_1946_and_Newer_All_Styles,10152,North_Ames,OneFam,1124,0,1124,6,0,211,180,0,142
One_Story_1946_and_Newer_All_Styles,10011,North_Ames,OneFam,1236,0,1236,6,0,0,0,0,0
Duplex_All_Styles_and_Ages,7032,North_Ames,Duplex,943,0,943,4,42,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8092,North_Ames,OneFam,1050,0,1050,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11310,North_Ames,OneFam,1375,0,1375,5,0,30,0,0,0
One_Story_1946_and_Newer_All_Styles,12778,North_Ames,OneFam,1008,0,1008,4,0,154,0,0,0
One_Story_1946_and_Newer_All_Styles,10170,North_Ames,OneFam,1575,0,1575,5,0,0,0,0,0
Split_or_Multilevel,7700,North_Ames,OneFam,1145,0,1145,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11050,North_Ames,OneFam,1005,0,1005,6,0,0,0,0,288
One_Story_1946_and_Newer_All_Styles,13600,North_Ames,OneFam,1056,0,1056,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,15428,North_Ames,OneFam,884,0,884,4,0,0,0,0,195
One_Story_1945_and_Older,21299,North_Ames,OneFam,2039,0,2039,7,0,0,90,0,0
One_Story_1946_and_Newer_All_Styles,13300,North_Ames,OneFam,1384,0,1384,6,75,0,0,323,0
Two_Family_conversion_All_Styles_and_Ages,22136,Old_Town,TwoFmCon,1392,1248,2640,10,631,48,148,0,0
One_and_Half_Story_Finished_All_Ages,7500,North_Ames,OneFam,900,412,1312,6,0,28,0,0,0
One_and_Half_Story_Finished_All_Ages,7000,Old_Town,OneFam,865,445,1310,6,0,0,126,0,0
One_Story_1945_and_Older,10410,Old_Town,OneFam,713,0,713,5,0,75,161,0,0
One_Story_1946_and_Newer_All_Styles,5400,Old_Town,OneFam,833,0,833,4,0,0,0,0,0
One_Story_1945_and_Older,5400,Old_Town,OneFam,1073,0,1073,4,0,0,112,0,0
One_Story_1945_and_Older,10914,North_Ames,OneFam,715,0,715,4,0,0,75,0,112
One_and_Half_Story_Finished_All_Ages,7008,Old_Town,OneFam,448,272,720,5,0,0,70,0,0
One_Story_1945_and_Older,10800,Old_Town,OneFam,1130,0,1130,5,229,0,0,0,0
Two_Story_1945_and_Older,7200,Old_Town,OneFam,774,821,1595,7,49,0,231,0,0
One_and_Half_Story_Finished_All_Ages,10818,Old_Town,OneFam,981,779,1760,7,120,0,96,0,0
One_and_Half_Story_Finished_All_Ages,10410,Old_Town,OneFam,694,520,1214,6,216,0,160,0,0
Two_Family_conversion_All_Styles_and_Ages,10800,Old_Town,TwoFmCon,1766,648,2414,10,142,0,0,0,0
One_and_Half_Story_Finished_All_Ages,10800,Old_Town,OneFam,1096,370,1466,7,436,21,0,0,0
One_Story_1946_and_Newer_All_Styles,8658,North_Ames,OneFam,1324,0,1324,6,0,138,0,0,0
Split_or_Multilevel,13400,North_Ames,OneFam,1086,0,1086,6,0,0,0,0,0
Split_or_Multilevel,10184,North_Ames,OneFam,1146,0,1146,6,345,75,0,0,0
One_and_Half_Story_Finished_All_Ages,9786,North_Ames,OneFam,1085,649,1734,7,0,0,0,0,128
One_Story_1946_and_Newer_All_Styles,9510,North_Ames,OneFam,1207,0,1207,6,0,240,0,0,0
One_Story_1946_and_Newer_All_Styles,7800,North_Ames,OneFam,912,0,912,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8910,North_Ames,OneFam,1194,0,1194,6,0,0,192,0,0
One_Story_1946_and_Newer_All_Styles,7332,North_Ames,OneFam,864,0,864,4,168,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7100,North_Ames,OneFam,816,0,816,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10800,North_Ames,OneFam,1773,0,1773,6,355,98,0,0,144
One_Story_1946_and_Newer_All_Styles,11650,North_Ames,OneFam,1472,0,1472,5,0,68,0,0,227
Two_Story_1946_and_Newer,18275,North_Ames,OneFam,1900,548,2448,9,520,102,0,0,0
One_Story_1946_and_Newer_All_Styles,16321,North_Ames,OneFam,1600,0,1600,6,288,258,0,0,0
